username,comment,likes,time
@badmintonisbulutangkis676,"Saya yang salah satu alumni peserta LCC ini tahun 2009 sangat menyayangkan dengan kejadian ini.

Harusnya Smansa Pontianak yang Juara sih ini. Poin akhir 85.
Sedangkan Smansa Sambas harusnya juara 2 poin akhir 80.

Harusnya kalau kejadian kayak gini bisa langsung di cek di youtube sih ini karena LIVE, terus apa guna LIVE di youtube 😊

Sedih banget 🥹🥲

Semangat adek adek Smansa Pontianak ❤ salam dari Kota Jambi.",102,2 hari yang lalu (diedit)
@teMendoan,"jurinya aja yang budek, orang artikulasinya sangat jelas",48,3 hari yang lalu
@inadzifah8131,Iyaaa kelihatan jurinya jawaban by teks 😂😂😂 jadi krn mungkin tim c ngomong terlalu cepat. Dan juri terlalu fokus teks nya. Pdhl kalau didengarkan dengan TELITI dan JELAS. Bener yg tim c,1,8 jam yang lalu
@nurmantajir8088,Malah B seharusnya ga dapat tambahan nilai 10 karena itu milik C,8,1 hari yang lalu
@nurdiahdermawan7574,"A 45
B 90 -10= 80
C 70 +5+10 =85
Seharusnya C yang menang woiii",5,21 jam yang lalu
@sugengwidyatmoko4117,​ @nurdiahdermawan7574 betul...,0,1 jam yang lalu
@ASMR_UPDATES777,"Betul kak, jurinya juga bilang kalau artikulasinya harus jelas dalam menjawab, padahal artikulasinya udah jelas loh, jurinya aja yang egois gak mau salah",29,1 hari yang lalu
@marsalianaintanashariyanto2872,"​ @ASMR_UPDATES777 artikulasi adeknya udah jelas, tapi jurinya tuli dan bisu kak.",8,1 hari yang lalu
@nptaaaa6732,​ @ASMR_UPDATES777 padahal si ibu ngomong artikulasi aja gajelas gada rispek sama sama cadel padahal masa ga ngerti,2,1 hari yang lalu
@RahmanAdiMasruriAhmad,Tolong di pin comen ini,0,1 hari yang lalu
@MuhammadKhairazZaditTaqwa,"Masak
 Akunnya apa kak.. brrt dia sudah tahu kalau salah",1,1 hari yang lalu
@laca0nnn__,"​ @MuhammadKhairazZaditTaqwa shindy_mcwedding, ini akun kerjaannya kalo akun pribadi dia udah ilang",1,14 jam yang lalu
@denawangizm8676,Ini akun resmi kan? Masa ya gak dibaca? Trs ga ada tindak lanjut?,1,23 jam yang lalu
@laca0nnn__,"​ @denawangizm8676 banyak yang kejadian bgini sebenarnya sm mereka didiemin aja, tpi semoga yang ini ditindak lanjuti.",0,14 jam yang lalu
@pinkcrown4943,info ig,1,22 jam yang lalu
@Ghan9754,"Udah ada akun ig nya, udah klarifikasi, jelas inimah takut viralnya bukan takut salahnya, banyak tuh netizen silaturahmi ke akunnya",1,4 jam yang lalu
@ketikaandagabut2012,infokan akun,0,22 jam yang lalu
@ArdianBanyak,Takut lah dia 😂,0,21 jam yang lalu
@laca0nnn__,"​​ @ArdianBanyak jelas, diig aja akun pribadi dia udh ilang, akun kerjaannya pun komen dibatasin, trs ditiktok juga",0,14 jam yang lalu (diedit)
@adeevaM17,Sebenarnya bukan masalah menang atau kalah lagi kaka. Tapi bgmn kita melihat org yg benar di paksa bungkam dan menerima keputusan org yg merasa paling benar dan tidak mau di koreksi.,22,1 hari yang lalu
@jaenalabidin6683,Justru tindakan juri yg kurang fear itu akan mrmbuat mental peserta menjadi down.,10,1 hari yang lalu
@paipbs8313,"Bukan masalah poin, tapi JURINYA SONGONG",7,1 hari yang lalu
@Ririnambar-h5f,"​​ @paipbs8313 dia gk dapet ""inti"" dari masalah ini kak 😭😭😭. (Padahal udah ngetik panjang)",7,1 hari yang lalu (diedit)
@hestitriana789,"Menang kalah biasa
Tapi disini jelas ada keteledoran
Jgn seenaknya walau mereka hanya peserta anak sekolahan
Maluuu
Ohhh mungkin mereka yg jelas teledor ndak punye rasa malu
Blacklist manusia teledor
Jgn smpai peserta anak sekolah mndpt perbedaan",3,1 hari yang lalu (diedit)
@adeapriliap,"makasi banyak kak, komen kek gini perlu utk orang2 yg pembelaannya nilainya uda terlalu jauh untuk dibelain",3,1 hari yang lalu
@ferzenia,Cerdas cermat tapi jurinya gak CERMAT,1,1 hari yang lalu
@donkingkong2126,"Dalam sebuah pertandingan apapun ketika mental sudah terusik fikiran pasti menjadi kacau,,,acara sebesar ini kok tidak bisa menampilkan tayangan ulang,,,seharusnya sudah ada recordnya,,,kasihan mental adik"" yang dirugikan mungkin akan menjadi trauma berkepanjangan,,😢",1,1 hari yang lalu
@alinggou4751,Harusny smasa pontianal Yg menang ni,0,1 hari yang lalu
@แสงอันศักดิ์สิทธิ์,"Ketidak cermatan juri dan kesombongan juri membuat sman 1 ptk down dan khilangan momentum, shingga dipertanyaan2 selanjutnya mereka tidak manjawab krn cari aman, beda cerita kalo mereka tidak dicurangi pasti smangat mningkat dan mendapat momentum nilai bisa lbh tinggi lg",0,1 hari yang lalu
@MuhammadSumardi-b1q,Betul Regu C harusnya juar,0,1 hari yang lalu
@zeldazelg4310,Sepak bola Dan voli aja ada crosscheck ini gaslighting,8,1 hari yang lalu
@r-chan1202,"​ @zeldazelg4310   semua acara olahraga pasti ada, ga cuma sepak bola & voli",0,4 jam yang lalu
@argramediafrani5852,"Anying itu translator ke bahasa isyarat aja dengar, itu telinganya conge apa gimana",6,1 hari yang lalu
@Redoo-cornelius,​ @argramediafrani5852 iya jir kebanyakan ditutup uang keknya telinganya,2,22 jam yang lalu
@fitriannisa9050,1:16:44  jurinya juga soft spoken😂,2,1 hari yang lalu
@kiyaasaidhey,​ @fitriannisa9050   lembut lembut gituh ternyata curang-,1,10 jam yang lalu
@RobertoNapitupulu-pw1bb,Harus protes kerass,1,1 hari yang lalu
@SkyRiderr,gaperlu keras keras. buat apa juga mereka tu ga mau denger kok,0,22 jam yang lalu
@aliyasiti458,Mungkin sudah ada pemenangnya. Jadi harus dimenangkan apapun caranya,2,1 hari yang lalu
@jaehahaheh123,"Up sampai juri 1, juri 2, MC minta maaf dan ganti pemenang",1,15 jam yang lalu
@biruusagara,Kalau sampe ngga diusut parah sih ini,4,22 jam yang lalu
@jaehahaheh123,Dibungkam sejak kecil,0,15 jam yang lalu
@Raismighty7,"padahal jurinya banyak 😂 semua ga ada yg denger ,padahal mereka pegang kunci jawaban",2,1 hari yang lalu
@romadoni8923,Juri kena suap itu biar win 😂,0,11 jam yang lalu (diedit)
@ariepandusadewa5536,Aroma KKN-nya kuat sekali,0,6 jam yang lalu
@Info-mulai-HD,Juri di bayar 1:11:18  pulang saja,7,1 hari yang lalu
@DirtiesYies,Mohon maaf disini saya sebagai audien memberikan saran ke pada juri Harusnya lebih memperhatikan suara dari siswa siswi .Terpampang jelas disini  1:10:26 menyebutkan DPD .Dan membuat Grup c mengakibatkan kekalahan .Saran saya diperlukan pengecekan Ulang seperti bola cek var/cek video jika memakai kondisi Grup C benar maka nilai dasar rC sebelum minus adalah 80 maka naik jadi 90 dan minus 5 karena GK jawab jadi Nilai c =85 mengakibatkan grup b GK dapat +10 dan nilai awal dari 70 trus +10 jadi 80 mengakibatkan grup b=80 dan grup c=85.mohon ditindak lanjuti karena ini menyangkut sportivitas,129,3 hari yang lalu (diedit)
@ALAMBKZ1,"1:10:24 Pantesan pemerintah kita  banyak yang tidak becus, karena isinya kebanyakan orang asbun dan selalu berpikiran dangkal. 👎",19,22 jam yang lalu
@BDN_WAS,"Pingin nanya, fungsi kuis ini apa ya?",1,3 jam yang lalu
@yenikoardhya4976,"Bapak dan ibu dewan juri yg TERHORMAT BANGET, mutar tayangan ulang itu ga bakal menjatuhkan ego kalian kok. Klo kalian ga yakin, harusnya lgsg putar tayangan ulang saat itu juga.
Klo udh viral kyk gini justru ego kalian udh ga terselamatkan lagi.",23,1 hari yang lalu
@antoxanto9534,Sekelas cerdas cermat nasional kaya gini 😢😢😢,8,1 hari yang lalu
@BANG_ARSYA27,"​""Sebagai penonton, kami sangat bangga melihat keberanian peserta mempertahankan jawabannya. Berdasarkan bukti rekaman, jawaban mereka 100% lengkap sesuai konstitusi. Tolong dewan juri lebih jeli lagi, karena satu keputusan yang keliru bisa berdampak besar pada mental anak didik kita. Mereka sudah berjuang belajar menghafal undang-undang, jangan sampai keringat mereka sia-sia karena masalah komunikasi di meja juri. Semoga kedepannya panitia lebih siap dengan alat pemantau audio yang lebih baik agar sportivitas tetap nomor satu!""",7,1 hari yang lalu
@RivanShivaheld,Cairrr cairrrrr😹,0,2 jam yang lalu
@ElissaMayong,"Viralkan ini membawa Marwah MPR, jadi kalau kualitas lombanya seperti ini patut dipertanyakan orang-orangnya...",7,13 jam yang lalu
@GreenSaiyanShorts,1:10:04 Prittt.......vaaarrrrrr. Ini dia yang dicari-cari video viral,5,21 jam yang lalu
@sunstore3089,"Klarifikasi gak!! Greget banget liatnya,  ih",12,1 hari yang lalu
@Naoya-Jujutsu,"NO VIRAL NO JUSTICE 
NO VIRAL NO KLARIFIKASI 😹",2,2 jam yang lalu
@putriyanasafriasari6115,"Wajib viral neh dan yg menang harusnya grup C di total nilainya kl gak minus 5 dan dapet point 10 jdi 85, dan tim B total nilai cuma 80",14,1 hari yang lalu
@Kavaryz_55,"Seharusnya dalam lomba sebesar ini, pasti ada Sebuah prosedural dong dalam menagani gugatan oleh peserta. Harusnya nih, kalau memang Juri merasa artikulasi kurang jelas, harusnya Juri bisa bergegas dong melihat rekaman ulang, toh ini di Live di Youtube. Dan artikulasi jawaban itu tidak ada dalam penilaian, Hadeeh, lomba sebesar ini loh😅",17,2 hari yang lalu
@MEKOJULIANSYAH,Jelas yang menang SMA 1 Pontianak dengan poin 85 karena di kurangi dan gak dapet poin jadi 70 dan SMA 1 sambas cuma 80 poin fiks SDM kita makin rendah,13,1 hari yang lalu
@Mamoru2387,Licikkk,0,5 jam yang lalu
@NurulAini-o7n6r,"Untungnya lomba ini di sebar luaskan, biar semua tau siapa yg sebenarnya juara..",7,6 jam yang lalu
@richmearya,"Jawaban udah benar tapi dibungkam, keputusan diambil oleh juri wkwkwk, pantes suara rakyat ga di dengar, mereka admin Indonesia. Hukum mereka yang ambil keputusan mau salah ataupun benar",7,1 hari yang lalu (diedit)
@Mailuv61,"Dari thread langsung meluncur di video fullnya. Ini sih catatan untuk juri setelah nonton ""tolong diperhatikan dan dipahami setiap detiknya, supaya tidak salah ambil keputusan."" Eh tapi kayaknya gak nonton video ulang deh 😂",40,1 hari yang lalu
@luizfernando8929,Dewan juri kayaknya budek,44,3 hari yang lalu
@marshandaa1740,up!,3,3 hari yang lalu
@syaamzzx,up!,3,3 hari yang lalu
@vennykarolina2325,Setujuu,2,3 hari yang lalu
@miranda7475,up,2,3 hari yang lalu
@ghaziyahzhafirah8195,up!,2,3 hari yang lalu
@fitrisetiorinifit3350,Setuju,2,3 hari yang lalu
@agansuganda4449,"Jurinya udah keburu malu itu, makanya gak cek VAR, karna pas siswi grup C nanya penonton ada yang denger saya bilang DPD gak? , itu langsung dipatahin bahwa keputusan tetap ada di Dewan juri wkk",1,2 hari yang lalu
@kazioaja,setujuuuu,0,3 hari yang lalu
@luizfernando8929,up,0,3 hari yang lalu
@ZahratunnidaGaisanihiday-xt3zl,Up,0,3 hari yang lalu
@ReusingAir7,Setuju,0,3 hari yang lalu
@alfatihahza2556,Up!!,0,3 hari yang lalu
@alilofficial7665,Setuju!!!!,0,3 hari yang lalu
@twentysevenjune6178,Up,0,3 hari yang lalu
@bunnasyadara9410,Up,0,2 hari yang lalu
@IbnuManshur,Up,0,1 hari yang lalu
@ahmadkhoeri9755,Up!,0,1 hari yang lalu
@modisamodisa4270,Up,0,1 hari yang lalu
@HeapleachBBH,Sepakat,0,1 hari yang lalu
@HesamaRendy,"Org2 bgni mau bener jg ttp aja salah, kaya g tau aja korban jd tsk krn org2 g brkompeten di ksi jabatan",0,1 hari yang lalu
@MaoSamacan,Up,0,1 hari yang lalu
@biruusagara,UP,0,22 jam yang lalu
@FahirasalwaAfifa,Up,0,6 jam yang lalu
@Sansan-T0u9H,Jangan lupa TULI 🤣,1,12 jam yang lalu
@ALAMBKZ1,​ @Sansan-T0u9H Eh iya juga yah😅,0,12 jam yang lalu
@Agis-x5d3n,Harusnya kena sekorsing para jurinya,2,1 hari yang lalu
@deurimlove,"Setuju, kalo ada masalah ya langsung cek replay videonya. Jangan malah ngeyel ""menurut pendapat dewan juri tidak ada"". Namanya manusia pasti ada human error. Ga ada salahnya liat bukti video tayangan ulang.",2,1 hari yang lalu
@biruusagara,"Padahal itu pembinanya udah bawain bukti playback saat live yt, tapi malah bilang ""hanya peserta yg boleh protes"", memang betul dan gapapa demikian,  tapi di kasus ini kalian angkuh sekali wahai dewan juri terhormat malah menolak dan sama sekali ngga mau melihat bukti pemutaran ulang rekamannya (bisa minta tolong ke tim penyelenggara untuk buktinya) dan langsung memutuskan mutlak, sangat tidak menjunjung tinggi keadilan dan sportivitas, katanya kompeten",1,22 jam yang lalu
@gilbavertz,"Sayangnya di indonesia, orang2 yg benar dan berani bersuara itu dibungkam oleh pemegang otoritas",1,1 hari yang lalu
@Raismighty7,selain -5 itu buat mentak jadi down juga tentunya emosi mungkin dalam hati,1,1 hari yang lalu
@jaehahaheh123,"Up sampai juri 1, juri 2, MC minta maaf dan ganti pemenang",1,15 jam yang lalu
@erisagustin194,Jurinya mana kok dikekep teros ??? Suru konpres minta maaf dan ngakuin kesalahan. Mc blacklist seumur hidup,0,9 jam yang lalu
@sahlankokalo5121,"SAH... INI YANG BENAR... B : 80 sedangkan C : 85. tinggal menunggu grup B MAUKAH MENGAKUI kemenangan GRUP C, semoga siswa2nya CERDAS DAN GURU PEMBIMBINGNYA mau mengakui ... KEBENARAN SANGAT JELAS. JURI JUGA MANUSIA, APALAGI MCNYA",2,22 jam yang lalu
@marsalianaintanashariyanto2872,"Ngga mungkin nonton kak, keliatan dari waktu show berlangsung. Dengan banyaknya orang aja mereka masih tone deaf apalagi ngga ada orang😂",1,1 hari yang lalu
@adegoi6617,Ini juriny .emang ga layak jadi juri. Dari satu kasus kecil krna kesalahan mereka tp tutup mata malah nyalahin artikulasi peserta padahal peserta udh jelas bgt.juri AROGAN!!!!!!!!!,3,1 hari yang lalu
@yeniciastevanii8774,setuju,2,2 hari yang lalu
@adenwinardi5373,​ @yeniciastevanii8774  MC nya juga... harusnya MC nya udah ngeh kalo jawabannya sama...,5,1 hari yang lalu
@Media_NOW04,Iya bro,1,1 hari yang lalu
@andreasgiri9399,"bukan jurinya kok yg budeg. menurut dia, kita semua yg ngomongnya ga jelas. 😂",0,1 hari yang lalu
@Zoeyamirah,LIHAT NIHHHH UDAH SEJELAS INII,52,3 hari yang lalu
@naylatama611,"mpr ri anda pasti sudah mengetahui semua pendapat, pernyataan dan bukti valid yang sudah ada, apakah tidak ada etikad baik untuk membenahi kesalahan yang ada dan TANPA mau mendengar suara rakyat, saya tau anggota mpr ri seharus nya cukup cerdas untuk mengetahui kesalahan yang ada tapi tolong untuk lebih mendengar suara rakyat yang ada pula, smansa ptk jelas dirugikan disini terlebih untuk kakak² yang pasti mental nya down bukan kah itu melanggar hukum dan norma yang telah anda sepakati bersama dpr, mpr serta presiden terdahulu dan sekarang itu sendiri, maka jangan sampai semua hukum, norma, bahkan Pancasila tercoreng karna tidak adanya pembenahan yang terjadi, terimakasih, berikut adalah pendapat saya maaf jika ada salah kata dan tolong dengarkan suara kita, kakak² smansa ptk berhak mendapatkan keadilan wahai bapak/ibu yang terhormat 🙏🏻🙏🏻 juara sejati adalah mereka",10,23 jam yang lalu (diedit)
@hupsieee,cair cair,0,3 jam yang lalu
@bewazhere,"Grup B (SMAN 1 Sambas): 90 poin (Juara Pertama)
Grup C (SMAN 1 Pontianak): 70 poin (Juara Kedua)
Grup A (SMAN 1 Sanggau): 45 poin (Juara Ketiga)

Harusnya SMAN 1 Pontianak lho yang menang

Nilai koreksi
Nilai Grup B = 90 - 10 
Nilai Grup B = 80
Nilai Grup C = 70 + 5 + 10
Nilai Grup C = 85

No viral no justice... 🔥🔥🔥",47,1 hari yang lalu
@ArdianBanyak,Gambaran negeri ini saat ini 🥲,6,22 jam yang lalu
@Cimande04,"Point seharusnya 
Tim A : 40
Tim B : 80
Tim C : 85",6,1 hari yang lalu
@PanduSetiawan-b5c,"lomba cerdas cermat 
tapi jurinya gak cerdas 🙏🏻",1,17 menit yang lalu
@MUHAMAD_ROMADONI,Klw kerja / jadi juri itu fokus... Apalagi menyangkut masa depan orang jangan kelalaian kalian orang lain di rugikan 😢,9,1 hari yang lalu
@gdayum4179,"Udh disampein sama netizen lain buat hujat juri dan mc nya.. kalo dari aku, semangat trus ya dek 😊 jgn jadikan ini alasan kedepannya untuk takut berpendapat, mengkritik.. semangat terusss pokoknya, Indonesia masih butuh orang yg brani berpendapat dan mengkritik kalo salah❤",5,8 jam yang lalu
@claudiaofficial27,"-5 loh point nya parah banget juri nya, udah tua gt gausah d jadiin juri lagi, merugikan peserta!! cukup sekali aja ikut lcc ini sisa nya gak gak lagi!!!",14,1 hari yang lalu
@AiDil2405,"1:10:24 semuanya di mulai
kalo kalian teliti regu b dada-dada tangannya waktu regu c komplainn kalo jawabannya sama. regu c tau kalo temennya bener mreka ngedukung ocha komplain

dan waktu ortu dari regu c komplain ke juri malah ga ditrima ngeselin banget",1,1 jam yang lalu
@ItsMonkeyBusiness,"Adik2 generasi penerus bangsa, harapan kalian sebenarnya sudah sangat pupus karena negara ini telah dikuasai oleh kriminal. Sampe kapanpun kalian tidak akan bisa maju kecuali suatu saat nanti ada revolusi besar2an yang merombak pemerintah dan juga mindset rakyatnya, tapi yang jelas hal itu tidak akan bisa diraih sampai 20 tahun kedepan karena kehancuran sistem negara Indonesia sudah sangat masif",5,7 jam yang lalu
@Info-mulai-HD,"Ngomong artikulasi, tapi ceplas ceploss😂 1:13:00",5,1 hari yang lalu
@GraceWendyFrancisca2005,"10 + 10 = 20
salah ... karena artikulasi kurang jelas.. nilai -5",5,9 jam yang lalu
@agustinuspieterseo2183,Celebrationnya lama dan agak memalukan kalau nontonnya setelah viral gini,1,18 menit yang lalu (diedit)
@jinyounggf__4,ada tuh dpd nya woi,10,3 hari yang lalu
@Abdurrohmannn-c9s,"Mantap juri dan MC nya sama"" plenger",10,1 hari yang lalu
@maulidyaputri4750,Semangat Smansa Pontianak kalian sangat hebat dan luar biasa..walaupun hak kalian diambil..tetap kalian yg pemenangnya.,8,2 hari yang lalu
@yahyakaizen,Oh ini yang lagi rame😂😂😂,0,55 menit yang lalu
@Naoya-Jujutsu,"El Artikulasi 
Juri Budeg 
MC pendukung kesalahan juri 
😹😹😹😹😹😹",4,2 jam yang lalu
@cannavarocastrenaatmaja,Gue sih klo jadi Tim B malu dah ...,4,1 hari yang lalu
@tampanama6033,izin salin bg,2,1 hari yang lalu
@amirarief-r6p,Oh iya benar,0,1 hari yang lalu
@andisaputra1536,"semoga yg mewakili KALBAR adalah anak2 SMAN1 PONTIANAK

# NO VIRAL NO JUSTICE",0,21 jam yang lalu
@masukkan_teks20,Up,1,15 jam yang lalu
@jaehahaheh123,Dicurangi sejak kecil,1,15 jam yang lalu
@Raismighty7,betul blokir aja tuh juri,0,1 hari yang lalu
@xoonni,"gilaa yel yel grup c out the box paling asikkk, mantap❤",6,8 jam yang lalu
@akbarahmarianto5397,Nyawit nih juri,6,2 hari yang lalu
@sirubahmerah,"Baik, teman² netizen semua mohon diterima keputusan dewan juri. Karna TENTUnya dewan juri yg hadir hari ini sudah SANGAT BERKOMPETEN & SANGAT TELITI. 
fix ya.. no debat.",1,4 jam yang lalu
@reymon-c1j,"Ini harusnya SMAN 1 Pontianak nilainya 85 dan SMAN 1 Sambas nilainya 80. Gara2 dicurangin, Kasian jadi gak menang 😢",3,4 jam yang lalu
@agunghidayat3314,"Nyeseknya mempengaruhi hasil akhir, harusnya
SMA 1 Pontianak 70+10+5= 85
SMA 1 Sambas 90-10 = 80",11,23 jam yang lalu (diedit)
@NF_Hasan,"Semangat Ocha,, great job!! 

seleksi ulang dg Juri yg gak kosong,  emosi stabil & pernah ke dokter THT,,",4,6 jam yang lalu (diedit)
@yuliantyira4722,kelas king👏🏻,0,3 jam yang lalu
@freedom4allofus,Kita belikan voucher untuk cek THT untuk juri dan host lombanya yuk 😂😂😂,3,6 jam yang lalu
@TitoAditya-yk2qf,"Aduhhhh jurinya siapa sih, cek telinga deh... Emm apa gara gara umurnya dah tua ya jadi telinganya agak tidak dengar😂",9,2 hari yang lalu
@twentysevenjune6178,"Mohon izin dewan juri, peserta dr grup C sudah menyebutkan “dengan memperhatikan pertimbangan DEWAN PERWAKILAN DAERAH” bahkan juga penonton menyaksikan sendiri kejelasan artikulasi nya, lantas apa yg membedakan dg grup B? mungkin ini bisa menjadi refleksi dan evaluasi kedepannya untuk LCC 4 Pilar MPR RI 🙏🏻",20,3 hari yang lalu
@GustiAlmaas90,Plenger banget jurinya😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,1 jam yang lalu
@ikmaljanata3175,SAKIT MEMANG JURINYA,4,2 hari yang lalu
@catatanluqmanhakim,"Juri nya kelihatan ragu, dia masih membaca jawabannya. Dan Dia kehilangan fokus tu",4,2 hari yang lalu
@andisaldan,"Artikulasinya jelas, dewan jurinya aja yang ga mau disalahkan. Udah budek ga mau ngaku salah, parah sihhh",5,2 hari yang lalu
@maryadi2556,"Kwalitas juri,kere kere",0,3 jam yang lalu
@iqbalarya7168,"Boomer emg pada waktunya pensiun, tinggal cek replay dinilai ulang kan bisa",4,1 hari yang lalu
@adenwinardi5373,"😂 HAJI BOLOT JUGA MARAH2, "" elu sih suaranya kecil banget"" 😂😂😂😂 TOLONG SELAMATKAN MENTAL DAN SEMANGAT ADEK INI. KOCAAAK KOCAAAK",4,1 hari yang lalu
@wiinnnn___,𝘎𝘸𝘦𝘯𝘤𝘩𝘢𝘯𝘢 ! ! ! 💔🫂❤️‍🩹,1,2 jam yang lalu
@alim175,"Perhitungan poin akhir di menit 1:24:00
A =45
B =90
C =70
Mungkin KLO  jawaban tim C ga di salahkan poin nya jadi ..
A =45

B = 90 - di kurangi 10 poin karna jawaban tim C di anggap benar jadi Tim B batal dapat penambahan 10 poin = jadi poin akhirnya 80 

C =70+pengurangan 5 poin yang dilakukan Karana jawaban di anggap salah  + 10 poin Karana jawaban di anggap benar jadi totalnya poin akhirnya tim C= 85

Yang harusnya menang tim C dong

Bener ga kira2 itung2an saya..?? 🙏",8,21 jam yang lalu (diedit)
@cilacilukbaa,Up,0,1 jam yang lalu
@bm2588,kasian udh belajar serius siang malam..malah dihancurin sama juri budek & MC budekk...dan anehnya penontonnya banyak yg budek jg krna geleng2 kepala pas ditanya adiknya...,4,21 jam yang lalu
@jaehahaheh123,Sudah disetting,1,15 jam yang lalu
@drive1844,"betul,",0,22 jam yang lalu
@gunapitra,Sudah diatur itu supaya grup B yg lolos lumayan kan dapat amplop,0,15 jam yang lalu
@muhammadfirhand2408,Plus 5 nya dari poin jawab soal ya ?,0,14 jam yang lalu
@arisausath668,​ @muhammadfirhand2408 plus 5 itu dari minus 5 yang diganti😊,0,5 jam yang lalu
@semutmerah-f8m,"Nggak Gitu. Kalau Mau Fair ya Tanding ulang. Karena Ada Beberapa Soal Setelahnya. . Karena Sistem Pertanyaan Yang Bersifat Pengurangan Poin jika Salah, Setiap Grup Yang Unggul Lebih Menahan Diri Untuk Menjawab, Dan Grup Yang Tertinggal selalu Berusaha Untuk Menjawab karena Tertinggal Poin. Jadi Strategi Berkerja disini, Sehingga Jika masih Ada Soal Selanjutnya maka Strategi sangat Berkerja untuk Menjawab Atau Menahan Jawaban.",0,14 jam yang lalu
@Raismighty7,apa ? ga denger saya 😂,0,1 hari yang lalu
@fitriannisa9050,1:16:44 artikulasi jurinya juga gak jelas padahal membaca.,0,1 hari yang lalu
@marsalianaintanashariyanto2872,"Haji bolot akhirnya udah terlepas dari predikat bolot kak, digantikan sama juri juri+MC disana",0,1 hari yang lalu
@MutiaraSalsabila-dk3sc,ngengong,0,4 jam yang lalu
@armangita7741,"Sekolah ny gx berni protes...karna takut kekuasaan....orang tua ny gx berani protes karna jabatan....kalo orng tua yng berani harusny bisa di tuntut ini acara....harga diri anak"" cerdas cuma di kasih minus 5 sakit ny satu ondonesia",8,1 hari yang lalu
@HaYeGe,"Nilai akhir
regu B = 90 (-10) = 80
Regu C = 70 (+5) (+10) = 85

Regu C setelah mendapatkan pengurangan nilai pada soal tersebut.. mereka mendapatkan tekanan psikologis.. jd secara tidak langsung mengganggu dalam menjawab soal² berikutnya.. walaupun demikian.. jika mau dilihat nilai setelah disesuaikan.. sebenarnya Grup C yang menjadi juaranya.. 👍👍",5,2 jam yang lalu
@Mashenkoff,"Buat yang nyari moment nya: 1:09:58

Pertanyaan: Pimpinan BPK dipilih dari dan oleh anggota, namun untuk menjadi anggota BPK, keterkaitan dengan perwakilan daerah tetap dijaga, DPR dalam memilih anggota BPK diwajibkan untuk mempertimbangkan dari lembaga mana?

Jawaban Grup C: Anggota, Anggota Badan Pemeriksa keuangan, dipilih oleh Dewan Perwakilan Rakyat, dengan memperhatikan pertimbangan Dewan Perwakilan Daerah dan diresmikan oleh Presiden

Response: Nilai Mines 5

Jawaban Grup B: Anggota Badan Pemeriksa Keuangan, dipilih oleh Dewan Perwakilan Rakyat, dengan mempertimbangkan pertimbangan Dewan Perwakilan Daerah dan diresmikan oleh Presiden

Response: Yak, Inti jawabannya sudah benar, Nilai 10",4,4 jam yang lalu
@Netizen3600,Itu yg asbun MC apa LC ?,1,1 jam yang lalu
@masgendutz4686,empeer anti kritik...ups,0,4 jam yang lalu
@spaghetti_lovers303,Keadilan bagi yang bayar 😂🔥🔥🔥,1,4 jam yang lalu
@jinwin_00,"1:11:50 ini dia, makanya Fokus pak",2,5 jam yang lalu
@andreansyah6675,Hayolohhh viralll,1,3 jam yang lalu (diedit)
@burungijo6,Terhormat diatas ketidak adilan,0,6 jam yang lalu
@jemssony8737,"1:10:20
buktinya",1,2 jam yang lalu
@MuhammadFaizin-w7b,Revisi dan juri harus klarifikasi,1,5 jam yang lalu
@cartoon_tutungsahur,Yang mau nonton menit 1:12:20,0,5 jam yang lalu
@sempud-s5b,Juri nya plenger,1,4 jam yang lalu
@Nero_7440,"Di banyak olah raga, sering memanfaatkan sistem rekaman video untuk melihat dan meninjau ulang kejadian agar keputusan yang diambil lebih akurat dan adil. Sementara di acara ini? Malah disuruh liat rekamannya setelah acara selesai. Apalagi MCnya itu yg bukannya netral, malah terang² menjilat jurinya.",1,4 jam yang lalu
@navalkyrye,patut kita apresiasi karena transparansi kebobrokan juri tersajikan dengan gamblang,0,3 jam yang lalu
@andhree.sanjaya,"Di ulang saja lombanya cari Juri yang kompeten, jujur, adil , tidak berpihak kepada siapapun, malu , semua elemen nkri sdh rusak, ayo sadarlah untuk membangun indonesia💕🇲🇨",0,2 jam yang lalu
@nirwansyahma2n499,"open donasi:
pembersih telinga untuk dewan juri

mohon bantuannya 😂",2,2 jam yang lalu
@AhamDhan27,Artikulasi=Arti kekuatan uang dan relasi,0,30 menit yang lalu
@Mr.Randomss,Siapa nama jurinya ini??? Sama mcnya?????,0,16 menit yang lalu
@marsalianaintanashariyanto2872,"Bukan ngga boleh protes, mereka mau protes malah dibilangnya keputusan final ada di juri, dan guru pembimbing ngga berhak. Alamak, instansi sma mana mau berurusan lawan orang mpr, mending mah netizen aja yang menilai kalau mereka yang di acara tersebut ngga bisa nilai",2,1 hari yang lalu
@Mashenkoff,"Menurut saya, isu nya ada di MC pake abreviasi sementara peserta membacakan nama lengkap, jadi di telinga udah kedengar Rakyat duluan jadi ketika dengar Daerah udah ga ngeh.",1,4 jam yang lalu
@jemssony8737,Harusnya Lomba seperti ini di siarkan Live semua stasiun TV karena ini lomba bergengsi antar sekolah loh,0,2 jam yang lalu
