username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@Non-c6k,"NEXT: HADIRKAN VAR SEPERTI SEPAKBOLA BIAR ADIL DAN BIJAKSANA...KARNA JURI MEMBERI NILAI YG KURANG 100% SAJA TIDAK DENGAN PENJELASAN...SUBGGUH2 PEMBODOHAN INI

@DPRRI
@MPRRI
@PRABOWO",1,5 jam yang lalu,1,0,185,next hadirkan var seperti sepakbola biar adil dan bijaksana karna juri memberi nilai yg kurang saja tidak dengan penjelasan subgguh pembodohan ini,next hadirkan var seperti sepakbola biar adil dan bijaksana karena juri memberi nilai yang kurang saja tidak dengan penjelasan subgguh pembodohan ini,next hadirkan var sepakbola biar adil bijaksana juri memberi nilai kurang tidak penjelasan subgguh pembodohan,0
@chocho6766,duit lebih utama daripada masa depan peserta,0,2 jam yang lalu,0,0,44,duit lebih utama daripada masa depan peserta,duit lebih utama daripada masa depan peserta,duit lebih utama masa depan peserta,1
@FarhanArdoniRamadhan,Wah parah sih ini,1,3 jam yang lalu,1,0,17,wah parah sih ini,wah parah sih ini,wah parah,0
@donisekarang,Dewan juri guobloo,1,3 jam yang lalu,1,0,18,dewan juri guobloo,dewan juri guobloo,dewan juri guobloo,0
@TelurGosong-ui8sb,"Untuk semua peserta lomba kalian hebat2. 
Untuk juri, shame on you.",0,3 jam yang lalu,0,0,68,untuk semua peserta lomba kalian hebat untuk juri shame on you,untuk semua peserta lomba kalian hebat untuk juri shame on you,peserta lomba hebat juri shame on you,0
@AkunML-mk4xp,terusin guys sampe ni juri tau apa yang namanya keadilan,0,3 jam yang lalu,0,0,56,terusin guys sampe ni juri tau apa yang namanya keadilan,terusin guys sampai nih juri tau apa yang namanya keadilan,terusin guys juri tau namanya keadilan,0
@pahb1839,Menit 1:10:04-1:1:13:20. 3 menit paling traumatis.,1,5 jam yang lalu,1,0,50,menit menit paling traumatis,menit menit paling traumatis,menit menit paling traumatis,0
@DigitalWaveID,"Ini komennya 1:10:26
Ih gitu😢 1:12:34",1,5 jam yang lalu (diedit),1,0,38,ini komennya ih gitu,ini komennya ih begitu,komennya ih,1
@VoiceMaster490,Manteb! Makasih dapet banyak doksli meme.,1,1 jam yang lalu,1,0,41,manteb makasih dapet banyak doksli meme,mantap terima kasih dapat banyak doksli meme,mantap terima kasih doksli meme,1
@judikasirait,Saya mampir kesini hanya karena peristiwa menit. 1.10.00 sd 1.14.15,0,5 jam yang lalu (diedit),0,0,67,saya mampir kesini hanya karena peristiwa menit sd,saya mampir kesini hanya karena peristiwa menit sd,mampir kesini peristiwa menit sd,1
@danibnn2489,1:10:37 agak laen dewan jurinya,1,58 menit yang lalu,1,0,31,agak laen dewan jurinya,agak lain dewan jurinya,dewan jurinya,0
@sidikpermana5243,Lawakkkkk,0,6 jam yang lalu,0,0,9,lawakkkkk,lawak,lawak,1
@Ava1342,"Ya Allah berikanlah angkatlah derajat anak anak yang sudah di dholimi di final lomba cerdas cermat 4 pilar  ini, aamiin",0,3 jam yang lalu,0,0,119,ya allah berikanlah angkatlah derajat anak anak yang sudah di dholimi di final lomba cerdas cermat pilar ini aamiin,ya allah berikanlah angkatlah derajat anak anak yang sudah di dholimi di final lomba cerdas cermat pilar ini amin,allah berikanlah angkatlah derajat anak anak dholimi final lomba cerdas cermat pilar amin,1
@Mico-f8u,Lawak penjabat di indo,1,6 jam yang lalu,1,0,22,lawak penjabat di indo,lawak penjabat di indonesia,lawak penjabat indonesia,1
@tahubulat2701,rakyat di bungkam sampe ke peserta cerdas cermat juga di bungkam😂😂,0,4 jam yang lalu,0,0,66,rakyat di bungkam sampe ke peserta cerdas cermat juga di bungkam,rakyat di bungkam sampai ke peserta cerdas cermat juga di bungkam,rakyat bungkam peserta cerdas cermat bungkam,1
@ratnapuspasari4336,Dewan juri pada malu gak nihhh setelah melihat ulangannya,0,4 jam yang lalu,0,0,57,dewan juri pada malu gak nihhh setelah melihat ulangannya,dewan juri pada malu tidak nih setelah melihat ulangannya,dewan juri malu tidak melihat ulangannya,0
@sarzzz9,kalo punya telinga di pake😂,1,4 jam yang lalu,1,0,27,kalo punya telinga di pake,kalau punya telinga di pakai,punya telinga pakai,1
@entozshow___,"mengembangkan nalar kritis tapi jurinya anti kritik,",0,2 jam yang lalu,0,0,52,mengembangkan nalar kritis tapi jurinya anti kritik,mengembangkan nalar kritis tapi jurinya anti kritik,mengembangkan nalar kritis jurinya anti kritik,0
@freiderich,"satu kata ""KOPOK""",0,6 jam yang lalu,0,0,17,satu kata kopok,satu kata kopok,satu kata kopok,1
@mawarraja,Tolong tindak tegas para juri yg tidak adil utamanya juri wanitanya. Anak bangsa berprestasi dan berani malah dinodai dengan tidak adil. Minta maaf & lomba diulang.,0,1 jam yang lalu,0,0,164,tolong tindak tegas para juri yg tidak adil utamanya juri wanitanya anak bangsa berprestasi dan berani malah dinodai dengan tidak adil minta maaf lomba diulang,tolong tindak tegas para juri yang tidak adil utamanya juri wanitanya anak bangsa berprestasi dan berani malah dinodai dengan tidak adil meminta maaf lomba diulang,tindak tegas juri tidak adil utamanya juri wanitanya anak bangsa berprestasi berani malah dinodai tidak adil meminta maaf lomba diulang,0
@bagushapsariwanto1990,Ada yang tau sosmed MC nya,0,3 jam yang lalu,0,0,26,ada yang tau sosmed mc nya,ada yang tau sosmed mc ya,tau sosmed mc,0
@rezapratama8609,Terproyeksi kualitas negara dari bagaimana anak bangsa di perlakukan,0,4 jam yang lalu,0,0,68,terproyeksi kualitas negara dari bagaimana anak bangsa di perlakukan,terproyeksi kualitas negara dari bagaimana anak bangsa di perlakukan,terproyeksi kualitas negara bagaimana anak bangsa perlakukan,1
@radiograferaxis9612,"paling minta maaf dan anaknya di kasih ini itu, dan skolahnya di kasih ini itu",1,3 jam yang lalu,1,0,78,paling minta maaf dan anaknya di kasih ini itu dan skolahnya di kasih ini itu,paling meminta maaf dan anaknya di kasih ini itu dan skolahnya di kasih ini itu,paling meminta maaf anaknya kasih skolahnya kasih,1
@freyacarmen1,Seperti biasa pasti di bayar😹🆙🆙🆙,1,1 jam yang lalu,1,0,32,seperti biasa pasti di bayar,seperti biasa pasti di bayar,biasa bayar,1
@AdeliotristanAljaras,Menit berapa Weh?,0,5 jam yang lalu,0,0,17,menit berapa weh,menit berapa weh,menit berapa,1
@fujiilham2048,Goookkkss gimana mental adik adik ini sekarang. Semoga bae bae lah ya,1,6 jam yang lalu,1,0,69,goookkkss gimana mental adik adik ini sekarang semoga bae bae lah ya,gokss bagaimana mental adik adik ini sekarang semoga bae bae lah ya,gokss bagaimana mental adik adik sekarang semoga bae bae,0
@darilfawaid3166,Tuliiii,0,14 menit yang lalu,0,0,7,tuliiii,tuli,tuli,0
@wiranata5903,Gmana reaksi pas nonton ulang ya wkwk,0,5 jam yang lalu,0,0,37,gmana reaksi pas nonton ulang ya wkwk,bagaimana reaksi pas menonton ulang ya wkwk,bagaimana reaksi pas menonton ulang,1
@denbrewok3621,"Dewan yuri, MC, terus siapa tu si artikulasi ... kompak bener.  
Kalau memang yuri kurang mendengar, kan bisa minta peserta untuk mengulang jawaban. Atau putar ulang rekamannya.
Apalagi hasilnya sangat signifikan, mestinya grup C pemenangnya.",0,45 menit yang lalu (diedit),0,0,244,dewan yuri mc terus siapa tu si artikulasi kompak bener kalau memang yuri kurang mendengar kan bisa minta peserta untuk mengulang jawaban atau putar ulang rekamannya apalagi hasilnya sangat signifikan mestinya grup c pemenangnya,dewan yuri mc terus siapa itu sih artikulasi kompak benar kalau memang yuri kurang mendengar kan bisa meminta peserta untuk mengulang jawaban atau putar ulang rekamannya apalagi hasilnya sangat signifikan mestinya grup sih pemenangnya,dewan yuri mc artikulasi kompak benar yuri kurang mendengar meminta peserta mengulang jawaban putar ulang rekamannya hasilnya sangat signifikan mestinya grup pemenangnya,0
@sekilasmata904,ARTIKULASI SANGAT JELAS. JURI YANG BUDEG,0,1 jam yang lalu,0,0,40,artikulasi sangat jelas juri yang budeg,artikulasi sangat jelas juri yang budeg,artikulasi sangat jelas juri budeg,0
@NoritasamsinarSinaga-w3w,"Bukn soal juarany siapa, tpi jurinya tidak bisa mendengar dan tidk bisa mngakui kesalahan untuk minta maaf",0,1 jam yang lalu,0,0,106,bukn soal juarany siapa tpi jurinya tidak bisa mendengar dan tidk bisa mngakui kesalahan untuk minta maaf,bukan soal juarany siapa tapi jurinya tidak bisa mendengar dan tidk bisa mngakui kesalahan untuk meminta maaf,bukan soal juarany jurinya tidak mendengar tidk mngakui kesalahan meminta maaf,0
@KamtoOtomax-w6o,Mendukung adek cerdas pemberani alexandra,0,5 jam yang lalu,0,0,41,mendukung adek cerdas pemberani alexandra,mendukung adek cerdas pemberani alexandra,mendukung adek cerdas pemberani alexandra,1
@alirosheno9473,"Gambaran pejabat indo banget sih ini, anti kritik gamau disalahin 🤣",0,5 jam yang lalu,0,0,67,gambaran pejabat indo banget sih ini anti kritik gamau disalahin,gambaran pejabat indonesia banget sih ini anti kritik tidak mau disalahin,gambaran pejabat indonesia anti kritik tidak disalahin,0
@budiwarso376,"Nonton ulang lomba ini, dewan juri merasa malu gak ya?",0,58 menit yang lalu,0,0,54,nonton ulang lomba ini dewan juri merasa malu gak ya,menonton ulang lomba ini dewan juri merasa malu tidak ya,menonton ulang lomba dewan juri merasa malu tidak,0
@evarahmat8224,Berarti MC nya juga tidak memperhatikan jawaban peserta,0,56 menit yang lalu,0,0,55,berarti mc nya juga tidak memperhatikan jawaban peserta,berarti mc ya juga tidak memperhatikan jawaban peserta,berarti mc tidak memperhatikan jawaban peserta,0
@ujangfakhrurozi5961,Ngisin ngisini cookk,0,4 jam yang lalu,0,0,20,ngisin ngisini cookk,ngisin ngisini cookk,ngisin ngisini cookk,1
@WiyonoWiyono-e5q,Juri kopokk ennn telingaanyaa,0,26 menit yang lalu,0,0,29,juri kopokk ennn telingaanyaa,juri kopokk en telingaanyaa,juri kopokk en telingaanyaa,0
@janjimanis9000,"ayo ramaikan, mesti viral dulu biar mendapatkan keadilan",0,3 jam yang lalu,0,0,56,ayo ramaikan mesti viral dulu biar mendapatkan keadilan,ayo ramaikan mesti viral dulu biar mendapatkan keadilan,ramaikan mesti viral dulu biar mendapatkan keadilan,1
@louisosl6894,"Tolong MPR pilih juri yang kupingnya tidak ada gangguan pendengaran jadi perlu fit and proper test, seharusnya bisa direview jawaban dengan mendengar rekaman",0,3 jam yang lalu,0,0,157,tolong mpr pilih juri yang kupingnya tidak ada gangguan pendengaran jadi perlu fit and proper test seharusnya bisa direview jawaban dengan mendengar rekaman,tolong mpr pilih juri yang kupingnya tidak ada gangguan pendengaran jadi perlu fit and proper test seharusnya bisa direview jawaban dengan mendengar rekaman,mpr pilih juri kupingnya tidak gangguan pendengaran perlu fit and proper test direview jawaban mendengar rekaman,0
@mhdfebriyans,gila banget dah,0,5 jam yang lalu,0,0,15,gila banget dah,gila banget sudah,gila,0
@DikmediaGroup,Untungnya ada live nya😄 bukti tidak bisa dibungkam,1,3 jam yang lalu,1,0,50,untungnya ada live nya bukti tidak bisa dibungkam,untungnya ada live ya bukti tidak bisa dibungkam,untungnya live bukti tidak dibungkam,0
@RijalRijal-b5h5n,Lomba nya cerdas cermat juri nya gak cermat😂,0,28 menit yang lalu,0,0,44,lomba nya cerdas cermat juri nya gak cermat,lomba ya cerdas cermat juri ya tidak cermat,lomba cerdas cermat juri tidak cermat,0
@mancingmancing2002,Sukses selalu buat SMA Negeri 1 Pontianak,0,2 jam yang lalu,0,0,41,sukses selalu buat sma negeri pontianak,sukses selalu buat sama negeri pontianak,sukses selalu buat negeri pontianak,1
@diandedipriyadi,"sekarang kita bisa paham, kenapa rakyat kecil tidak pernah didengar suaranya, karena kesombongan mereka yang ada di sana, merasa paling benar. 😡",0,3 jam yang lalu,0,0,144,sekarang kita bisa paham kenapa rakyat kecil tidak pernah didengar suaranya karena kesombongan mereka yang ada di sana merasa paling benar,sekarang kita bisa paham kenapa rakyat kecil tidak pernah didengar suaranya karena kesombongan mereka yang ada di sana merasa paling benar,sekarang paham rakyat kecil tidak pernah didengar suaranya kesombongan sana merasa paling benar,0
@YoviYovi-vj1qz,Kebanyakan komentar,1,57 menit yang lalu,1,0,19,kebanyakan komentar,kebanyakan komentar,kebanyakan komentar,1
@ShalimOfficial31,"Info nama IG jurinya dong, pengen silaturahmi gua sama dia.",1,3 jam yang lalu,1,0,59,info nama ig jurinya dong pengen silaturahmi gua sama dia,info nama ig jurinya dong pengin silaturahmi gua sama dia,info nama ig jurinya pengin silaturahmi gua,0
@blablabla050484,"Maha Benar Juri dengan segala ke-anu-an nya ..

😂😂😂",0,3 jam yang lalu,0,0,53,maha benar juri dengan segala ke anu an nya,maha benar juri dengan segala ke anu an ya,maha benar juri segala an,0
@marwoto12345,"lagu didi kempot emang bnr ""Wong salah ora gelem ngaku salah""",0,1 jam yang lalu,0,0,61,lagu didi kempot emang bnr wong salah ora gelem ngaku salah,lagu didi kempot memang benar wong salah ora gelem mengaku salah,lagu didi kempot benar wong salah ora gelem mengaku salah,1
@rioafrian360,Kawal terus Mana tau ada dugaan SUAP,0,6 jam yang lalu,0,0,36,kawal terus mana tau ada dugaan suap,kawal terus mana tau ada dugaan suap,kawal mana tau dugaan suap,0
@ando2412,"AKU SIH UDAH GAK HERAN..
INI KAN MASIH DI INDONESIA, YANG HAL2 SEPERTI INI SANGAT UMUM DAN SANGAT LUMRAH...
AROGAN DAN ANTI KRITIK ADALAH IDENTITAS SEMUA LEMBAGA DINEGARA INI.
GAK USAH BERHARAP BANYAK DARI SEMUA INSTITUSI DAN LEMBAGA DINEGARA INI",0,4 jam yang lalu,0,0,249,aku sih udah gak heran ini kan masih di indonesia yang hal seperti ini sangat umum dan sangat lumrah arogan dan anti kritik adalah identitas semua lembaga dinegara ini gak usah berharap banyak dari semua institusi dan lembaga dinegara ini,aku sih sudah tidak heran ini kan masih di indonesia yang hal seperti ini sangat umum dan sangat lumrah arogan dan anti kritik adalah identitas semua lembaga dinegara ini tidak usah berharap banyak dari semua institusi dan lembaga dinegara ini,aku tidak heran indonesia sangat umum sangat lumrah arogan anti kritik identitas lembaga dinegara tidak usah berharap institusi lembaga dinegara,0
@YoviYovi-vj1qz,Ini tingkat nasional loh ya malah nyawit,0,57 menit yang lalu,0,0,40,ini tingkat nasional loh ya malah nyawit,ini tingkat nasional loh ya malah nyawit,tingkat nasional malah nyawit,1
@trimosuciono7916,Ini Maknà ARTIKULASI Yang benar.....Arti Kekuatan Uang dan Relasi,1,6 jam yang lalu,1,0,65,ini makn artikulasi yang benar arti kekuatan uang dan relasi,ini makn artikulasi yang benar arti kekuatan uang dan relasi,makn artikulasi benar arti kekuatan uang relasi,0
@kayy-d8g,wop gorengan baru,0,4 jam yang lalu,0,0,17,wop gorengan baru,wop gorengan baru,wop gorengan baru,1
@ashura9454,Mana yang katanya mau diulang rekamannya? Utk memastikan jawaban tim C,0,4 jam yang lalu,0,0,70,mana yang katanya mau diulang rekamannya utk memastikan jawaban tim c,mana yang katanya mau diulang rekamannya untuk memastikan jawaban tim sih,mana katanya diulang rekamannya memastikan jawaban tim,0
@fadhilalvarizi1097,"Total Poin akhir
SMAN 1 SANGGAU = 45
SMAN 1 SAMBAS = 90
SMAN 1 PONTIANAK = 70

harusnya kebalik tuh 90, sama 70 nya",0,51 menit yang lalu,0,0,120,total poin akhir sman sanggau sman sambas sman pontianak harusnya kebalik tuh sama nya,total poin akhir sman sanggau sman sambas sman pontianak harusnya kebalik tuh sama ya,total poin akhir sman sanggau sman sambas sman pontianak harusnya kebalik,1
@fathiryusuf1955,tht murah pak wkwk,0,1 jam yang lalu,0,0,18,tht murah pak wkwk,tht murah pak wkwk,tht murah pak,1
@Aka-qg1fs,Juri dan host perempuan seperti komplotan !,0,5 jam yang lalu,0,0,43,juri dan host perempuan seperti komplotan,juri dan host perempuan seperti komplotan,juri host perempuan komplotan,0
@Iniyoutubeelsa,bahkan yel2 nya aja mereka juga sangat bagus! sma n 1 pontianak,0,2 jam yang lalu,0,0,63,bahkan yel nya aja mereka juga sangat bagus sma n pontianak,bahkan yel ya saja mereka juga sangat bagus sama n pontianak,bahkan yel sangat bagus n pontianak,1
@ssy81008,"gimana mau cerdas kalo di bungkam dengan alasan “PERASAAN ADIK ADIK AJA” 😂😂

LIHAT TAYANGAN ULANGAN NYA LAH!",1,2 jam yang lalu,1,0,110,gimana mau cerdas kalo di bungkam dengan alasan perasaan adik adik aja lihat tayangan ulangan nya lah,bagaimana mau cerdas kalau di bungkam dengan alasan perasaan adik adik saja lihat tayangan ulangan ya lah,bagaimana cerdas bungkam alasan perasaan adik adik lihat tayangan ulangan,0
@sopyan2738,hhahahhahha,0,45 menit yang lalu,0,0,11,hhahahhahha,hhahahhahha,hhahahhahha,1
@hanumsamira2204,"Gue udh nonton ulang, kalau juri fair, group C juara 1, selisih 5 point dari group B 🥲",0,2 jam yang lalu,0,0,86,gue udh nonton ulang kalau juri fair group c juara selisih point dari group b,gue sudah menonton ulang kalau juri fair group sih juara selisih point dari group b,gue menonton ulang juri fair group juara selisih point group b,0
@zidan4268,Wajar terjadi di negara ini kagak kaget,0,4 jam yang lalu,0,0,39,wajar terjadi di negara ini kagak kaget,wajar terjadi di negara ini kagak kaget,wajar terjadi negara kagak kaget,1
@Tempe-n5i,Malu maluin Indonesia,0,42 menit yang lalu,0,0,21,malu maluin indonesia,malu maluin indonesia,malu maluin indonesia,0
@RimaSabrina-g9t,MC nya siapa ini ya???,0,5 jam yang lalu,0,0,22,mc nya siapa ini ya,mc ya siapa ini ya,mc,0
@Kiel158,"""KEADILAN BAGI SELURUH RAKYAT INDONESIA "" Sepertinya tidak ada dalam video ini",0,4 jam yang lalu (diedit),0,0,78,keadilan bagi seluruh rakyat indonesia sepertinya tidak ada dalam video ini,keadilan bagi seluruh rakyat indonesia sepertinya tidak ada dalam video ini,keadilan rakyat indonesia tidak video,1
@mulyono.ijazahpalsu,"Anti kritik, berat sebelah, si paling kompeten...lengkap sudah ket0l0lan jurinya",0,1 jam yang lalu,0,0,80,anti kritik berat sebelah si paling kompeten lengkap sudah ket l lan jurinya,anti kritik berat sebelah sih paling kompeten lengkap sudah ket l lan jurinya,anti kritik berat sebelah paling kompeten lengkap ket l lan jurinya,0
@antaline,KOK ORANG TULI JADI JURI SIHH 😌,1,2 jam yang lalu,1,0,31,kok orang tuli jadi juri sihh,kok orang tuli jadi juri sih,tuli juri,0
@joeanez,Conge jurinya,0,3 jam yang lalu,0,0,13,conge jurinya,conge jurinya,conge jurinya,0
@RioAndala-p2e,Juri apa ini mennn,0,1 jam yang lalu,0,0,18,juri apa ini mennn,juri apa ini men,juri men,0
@rkartikaST,Ehm misal kalo SMAN 1 Pontianak walk out gmana yaa...Karen dicurangiii😢😢😢.....ditunggu loh klarifikasinya harusnya C menang dengan skor 85...B :80,0,5 menit yang lalu,0,0,146,ehm misal kalo sman pontianak walk out gmana yaa karen dicurangiii ditunggu loh klarifikasinya harusnya c menang dengan skor b,ehm misal kalau sman pontianak walk out bagaimana ya karen dicurangi ditunggu loh klarifikasinya harusnya sih menang dengan skor b,ehm misal sman pontianak walk out bagaimana karen dicurangi ditunggu klarifikasinya harusnya menang skor b,0
@Lyzer.hi.BG.,Di suapkah jurinya atau jurinya blo'on,1,5 jam yang lalu,1,0,38,di suapkah jurinya atau jurinya blo on,di suapkah jurinya atau jurinya blo on,suapkah jurinya jurinya blo on,0
@Hihahiha11,1:10:00 awal mula para juri memperlihatkan ked000n6000an nya,0,4 jam yang lalu,0,0,60,awal mula para juri memperlihatkan ked n an nya,awal mula para juri memperlihatkan ked n an ya,awal mula juri memperlihatkan ked n an,0
@dwinviolet,"katanya mau di replay ulang setelah acara kok ga di puter ulang bahkan kukuh sama kesalahannya ,kasian bgt",0,6 jam yang lalu,0,0,106,katanya mau di replay ulang setelah acara kok ga di puter ulang bahkan kukuh sama kesalahannya kasian bgt,katanya mau di replay ulang setelah acara kok tidak di puter ulang bahkan kukuh sama kesalahannya kasihan banget,katanya replay ulang acara tidak puter ulang bahkan kukuh kesalahannya kasihan,0
@JuliTriana-o2h,"Harus nya dewan juri nya pake bantuan pendengaran biar jelas apa yang di bilang peserta jangan cuma cerita artikulasi
Pake sekop bikin untuk korek kuping nya kalau gak mampu beli  beli earing aid 😂😂",0,13 menit yang lalu,0,0,199,harus nya dewan juri nya pake bantuan pendengaran biar jelas apa yang di bilang peserta jangan cuma cerita artikulasi pake sekop bikin untuk korek kuping nya kalau gak mampu beli beli earing aid,harus ya dewan juri ya pakai bantuan pendengaran biar jelas apa yang di bilang peserta jangan cuma cerita artikulasi pakai sekop bikin untuk korek kuping ya kalau tidak mampu beli beli earing aid,dewan juri pakai bantuan pendengaran biar jelas bilang peserta jangan cerita artikulasi pakai sekop bikin korek kuping tidak mampu beli beli earing aid,0
@JagerBite,"Semoga mental adeknya baik-baik aja ya itu udah masuk kategori pengintimidasian loh apalagi sama anak dibawah umur, tu ibu-ibu sipaling artikulasi emng ajg rusak mental anak orang 😭",0,56 menit yang lalu,0,0,181,semoga mental adeknya baik baik aja ya itu udah masuk kategori pengintimidasian loh apalagi sama anak dibawah umur tu ibu ibu sipaling artikulasi emng ajg rusak mental anak orang,semoga mental adeknya baik baik saja ya itu sudah masuk kategori pengintimidasian loh apalagi sama anak dibawah umur itu ibu ibu sipaling artikulasi memang ajg rusak mental anak orang,semoga mental adeknya baik baik masuk kategori pengintimidasian anak dibawah umur ibu ibu sipaling artikulasi ajg rusak mental anak,0
@chocho6766,"gw kalau disitu akan gw katain juri BUDEG  , sekalian viral",0,2 jam yang lalu,0,0,59,gw kalau disitu akan gw katain juri budeg sekalian viral,gue kalau disitu akan gue katain juri budeg sekalian viral,gue disitu gue katain juri budeg sekalian viral,0
@Deneb12,Demokrasi semu. Negeri otoriter,0,3 jam yang lalu,0,0,31,demokrasi semu negeri otoriter,demokrasi semu negeri otoriter,demokrasi semu negeri otoriter,0
@jaehahaheh123,Kejadiannya begitu cepat 1:09:58,1,42 menit yang lalu,1,0,32,kejadiannya begitu cepat,kejadiannya begitu cepat,kejadiannya cepat,1
@ArcanaMade999,"Priiiiit..........
Izin minta VAR minta VAR",0,2 jam yang lalu,0,0,44,priiiiit izin minta var minta var,prit izin meminta var meminta var,prit izin meminta var meminta var,0
@MimiNuri-b9c,"PADAHAL GURU PENDAMPING JUGA SUDAH PROTES DAN INGIN MENUNJUKKAN HASIL REKAMAN VIDEO DARI HANDPHONE BELIAU TAPI TIDAK DIBOLEHKAN 
PARAAAAAAAAAHHHH",0,1 jam yang lalu,0,0,146,padahal guru pendamping juga sudah protes dan ingin menunjukkan hasil rekaman video dari handphone beliau tapi tidak dibolehkan paraaaaaaaaahhhh,padahal guru pendamping juga sudah protes dan ingin menunjukkan hasil rekaman video dari handphone beliau tapi tidak dibolehkan parah,padahal guru pendamping protes menunjukkan hasil rekaman video handphone beliau tidak dibolehkan parah,0
@AntoNopan,Kompetensi jurinya tidak mencerminkan  kekritisan itu sendiri,0,5 jam yang lalu,0,0,61,kompetensi jurinya tidak mencerminkan kekritisan itu sendiri,kompetensi jurinya tidak mencerminkan kekritisan itu sendiri,kompetensi jurinya tidak mencerminkan kekritisan,0
@Alina-k1d1u,"Siapa yang kesini gara""viral di tiktok☝",0,1 jam yang lalu,0,0,39,siapa yang kesini gara viral di tiktok,siapa yang kesini gara viral di tiktok,kesini gara viral tiktok,1
@CyrenetheGoddes,Udah di suap berapa banyak sihh sampe ngejatuhin orang pintar kek gini,0,6 jam yang lalu,0,0,70,udah di suap berapa banyak sihh sampe ngejatuhin orang pintar kek gini,sudah di suap berapa banyak sih sampai manjatuhkan orang pintar kayak begini,suap berapa manjatuhkan pintar,0
@clovesticop.deville9162,Juri nya nyawit,0,4 jam yang lalu,0,0,15,juri nya nyawit,juri ya nyawit,juri nyawit,0
@berliancahyadi279,"Ketika dewan juri telah melakukan 'abuse power' dan menganggap otoritasnya di perlombaan adalah tak terbatas lagi mutlak (absolut), maka sebuah perlombaan tadi tidak layak diselenggarakan hingga selesai.

Kalian itu dewan juri bukan dewa juri yang seolah tak pernah keliru dan antikritik!",0,1 jam yang lalu,0,0,290,ketika dewan juri telah melakukan abuse power dan menganggap otoritasnya di perlombaan adalah tak terbatas lagi mutlak absolut maka sebuah perlombaan tadi tidak layak diselenggarakan hingga selesai kalian itu dewan juri bukan dewa juri yang seolah tak pernah keliru dan antikritik,ketika dewan juri telah melakukan abuse power dan menganggap otoritasnya di perlombaan adalah tak terbatas lagi mutlak absolut maka sebuah perlombaan tadi tidak layak diselenggarakan hingga selesai kalian itu dewan juri bukan dewa juri yang seolah tak pernah keliru dan antikritik,dewan juri melakukan abuse power menganggap otoritasnya perlombaan tak terbatas mutlak absolut sebuah perlombaan tadi tidak layak diselenggarakan hingga selesai dewan juri bukan dewa juri tak pernah keliru antikritik,0
@elleyn-n,"Yee, kocak. Gmana mau jd Indonesia emas 😒🫵",0,4 jam yang lalu,0,0,42,yee kocak gmana mau jd indonesia emas,ya kocak bagaimana mau jadi indonesia emas,kocak bagaimana indonesia emas,1
@goriorio712,"Juri kocak,MC nya koplak😂😂",0,4 jam yang lalu,0,0,26,juri kocak mc nya koplak,juri kocak mc ya kocak,juri kocak mc kocak,0
@mhdryan62,"ARTIKULASI arti kekuatan uang dan relasi 

-from fb komen",0,5 jam yang lalu,0,0,59,artikulasi arti kekuatan uang dan relasi from fb komen,artikulasi arti kekuatan uang dan relasi from fb komen,artikulasi arti kekuatan uang relasi from fb komen,0
@teguhaditya8821,Sekelas provinsi jurinya begini ? Damn bro masih mending juri cerdas cermat di rt gua ini mah,0,3 jam yang lalu,0,0,93,sekelas provinsi jurinya begini damn bro masih mending juri cerdas cermat di rt gua ini mah,sekelas provinsi jurinya begini damn bro masih mending juri cerdas cermat di rt gua ini mah,sekelas provinsi jurinya damn mending juri cerdas cermat rt gua mah,0
@arisawa48,"""Juri berkompeten""
Anak-anak aja susah dapet keadilaan di negeri ini. ^_^",0,4 jam yang lalu,0,0,74,juri berkompeten anak anak aja susah dapet keadilaan di negeri ini,juri berkompeten anak anak saja susah dapat keadilaan di negeri ini,juri berkompeten anak anak susah keadilaan negeri,0
@Ark71212,1:10:00 nih yg mau lihat ke tidak adilan lain di Indonesia,0,2 jam yang lalu (diedit),0,0,58,nih yg mau lihat ke tidak adilan lain di indonesia,nih yang mau lihat ke tidak adilan lain di indonesia,lihat tidak adilan indonesia,0
@ElirantauPutraMeha,"Bahkan ketidak adilanpun datang dari  juri yang katanya sudah sangat teliti dan kompeten 😢
Akibat kesalahan juri maka akibatnya SMAN 1 Pontianak kalah 😢
Seharusnya poin SMAN 1 Pontianak 
70 + 5 + 10 = 85
Poin SMA 1 Sambas 
90  - 10 = 80
Bagi netizen seluruh Indonesia  pemenang tetap SMA N 1 Pontianak  👍👍🔥🔥🔥🇮🇩",0,2 jam yang lalu (diedit),0,0,316,bahkan ketidak adilanpun datang dari juri yang katanya sudah sangat teliti dan kompeten akibat kesalahan juri maka akibatnya sman pontianak kalah seharusnya poin sman pontianak poin sma sambas bagi netizen seluruh indonesia pemenang tetap sma n pontianak,bahkan ketidak adilanpun datang dari juri yang katanya sudah sangat teliti dan kompeten akibat kesalahan juri maka akibatnya sman pontianak kalah seharusnya poin sman pontianak poin sama sambas bagi netizen seluruh indonesia pemenang tetap sama n pontianak,bahkan ketidak adilanpun datang juri katanya sangat teliti kompeten akibat kesalahan juri akibatnya sman pontianak kalah poin sman pontianak poin sambas netizen indonesia pemenang tetap n pontianak,0
